id,user_id,book_id,quantity,shipping,date,price_clean,currency,price_usd,paid_price
64706,45141,19127,1,,2025-03-18 00:00:00,58.0,USD,58.0,58.0
64702,46531,18880,1,"Apt. 264 3599 Balistreri Turnpike, West Luigistad, MT 75332",2024-12-24 00:00:00,70.0,EUR,84.0,84.0
64069,46100,19296,1,,2025-04-02 00:00:00,27.75,EUR,33.3,33.3
71292,44947,19474,1,,2024-08-02 00:00:00,33.0,USD,33.0,33.0
63887,47049,19056,1,,2025-04-06 00:00:00,25.25,USD,25.25,25.25
63957,45745,19026,1,,2024-11-11 00:00:00,20.99,USD,20.99,20.99
72487,45195,18949,1,,2025-01-26 00:00:00,32.75,EUR,39.3,39.3
68824,46313,19138,2,,2024-07-10 00:00:00,29.5,USD,29.5,59.0
69385,45952,19052,2,"418 Tempie Mills, Rowemouth, WA 72824-4137",2024-12-07 00:00:00,71.99,EUR,86.39,172.78
72317,45007,19180,1,,2024-09-03 00:00:00,42.0,USD,42.0,42.0
63225,45415,19344,1,,2025-07-28 00:00:00,27.75,USD,27.75,27.75
68712,45241,19480,1,,2025-01-15 00:00:00,74.0,USD,74.0,74.0
73890,45747,19445,1,,2025-02-08 00:00:00,62.5,EUR,75.0,75.0
68918,46647,19046,2,,2025-01-06 00:00:00,23.0,EUR,27.6,55.2
71959,46402,19041,1,,2024-09-09 00:00:00,16.25,USD,16.25,16.25
65704,45546,19403,1,,2025-05-19 00:00:00,54.0,USD,54.0,54.0
70138,46958,19111,4,,2024-09-13 00:00:00,26.75,EUR,32.1,128.4
72306,45040,19456,1,"Apt. 928 289 Oleta Course, Jannietown, AR 98094-3397",2024-08-28 00:00:00,31.0,USD,31.0,31.0
64092,44593,19415,4,,2024-08-06 00:00:00,13.0,USD,13.0,52.0
67909,44600,19361,5,,2024-07-31 00:00:00,36.99,EUR,44.39,221.95
64994,47232,19124,2,,2024-05-22 00:00:00,56.99,EUR,68.39,136.78
71762,44367,19490,2,,2024-09-08 00:00:00,51.25,USD,51.25,102.5
73787,46946,19449,1,,2024-10-31 00:00:00,49.0,USD,49.0,49.0
71212,45052,18968,4,,2024-08-05 00:00:00,66.0,USD,66.0,264.0
67853,45503,19262,5,,2024-08-28 00:00:00,67.75,EUR,81.3,406.5
73029,46314,18923,2,"Suite 277 5242 Blick Glens, New Breanaton, HI 59699-1995",2025-03-30 00:00:00,26.75,USD,26.75,53.5
66475,46631,19275,2,,2024-05-23 00:00:00,53.75,EUR,64.5,129.0
63058,44643,19061,1,"3570 Kulas Track, New Carie, WA 37270-0647",2024-12-03 00:00:00,58.5,USD,58.5,58.5
71145,45381,19126,1,,2024-11-09 00:00:00,26.25,EUR,31.5,31.5
67549,44642,18874,1,,2024-09-03 00:00:00,54.0,USD,54.0,54.0
70982,46397,19175,2,,2024-11-02 00:00:00,42.5,USD,42.5,85.0
69688,46686,19585,1,,2025-01-14 00:00:00,67.5,USD,67.5,67.5
67093,46519,19188,2,,2024-08-06 00:00:00,44.0,USD,44.0,88.0
66816,46704,18993,1,,2024-12-18 00:00:00,65.99,USD,65.99,65.99
72327,45131,19408,2,"7640 Reichel Island, Swaniawskichester, VA 38440-8395",2024-11-13 00:00:00,22.0,USD,22.0,44.0
73206,44765,19211,1,"9556 Wilber Lights, North Jerrodhaven, MN 46135-2278",2025-04-26 00:00:00,44.25,EUR,53.1,53.1
71747,47604,19373,1,"Apt. 490 3379 Griselda Plains, Lake Lenstad, SD 14094-0246",2025-02-10 00:00:00,51.0,EUR,61.2,61.2
70937,47539,19339,1,"Suite 242 7639 Dania Cape, Michalebury, RI 33128",2024-07-03 00:00:00,43.0,EUR,51.6,51.6
70434,46608,19558,1,,2024-08-08 00:00:00,33.0,EUR,39.6,39.6
73791,46548,18992,1,,2025-04-15 00:00:00,68.5,EUR,82.2,82.2
66576,45440,19461,3,,2025-03-31 00:00:00,69.25,USD,69.25,207.75
72939,45726,19557,1,,2024-12-09 00:00:00,55.99,USD,55.99,55.99
69785,44614,19188,1,"Suite 175 882 Collette Summit, North Averyburgh, PA 38143-4918",2025-01-18 00:00:00,43.0,USD,43.0,43.0
68121,46884,19105,1,,2024-12-17 00:00:00,34.75,USD,34.75,34.75
69933,46026,19502,3,,2024-11-01 00:00:00,35.0,USD,35.0,105.0
73060,47063,19220,1,,2025-02-18 00:00:00,60.0,USD,60.0,60.0
71636,47564,18875,2,"47931 Botsford Meadow, West Nan, GA 47842-9623",2024-10-06 00:00:00,45.0,EUR,54.0,108.0
67096,44895,19553,1,"86663 Kyle Extensions, Paucekmouth, IN 36524",2024-06-20 00:00:00,46.0,USD,46.0,46.0
63683,45800,19069,1,"Apt. 234 157 Candyce Dam, North Deidra, CA 96389-7424",2024-11-24 00:00:00,41.5,USD,41.5,41.5
68810,45797,19286,2,"4588 Mohr Brook, Schroederton, ME 92095-0124",2025-03-27 00:00:00,21.99,USD,21.99,43.98
70293,44786,18921,2,,2025-05-30 00:00:00,46.0,USD,46.0,92.0
64273,46662,19377,1,,2025-05-23 00:00:00,50.25,EUR,60.3,60.3
63762,45324,19179,1,,2025-04-23 00:00:00,55.0,USD,55.0,55.0
71692,45794,18983,2,,2024-08-03 00:00:00,36.0,EUR,43.2,86.4
73838,44473,19174,1,"Suite 976 87479 Torp Mountains, North Roycebury, WV 77879-1670",2024-11-22 00:00:00,29.5,EUR,35.4,35.4
71146,46332,19544,3,"Apt. 840 3260 Machelle Canyon, East Ernestfort, MT 18852-8508",2024-10-24 00:00:00,39.5,EUR,47.4,142.2
62747,46959,19309,1,"Apt. 417 8075 Enriqueta Pines, Lucinaberg, MD 96464-3899",2024-09-06 00:00:00,70.5,EUR,84.6,84.6
68448,47358,19020,1,,2024-09-19 00:00:00,19.0,USD,19.0,19.0
67051,44340,19514,1,,2025-02-22 00:00:00,16.0,USD,16.0,16.0
64443,45263,18999,1,,2024-11-09 00:00:00,51.0,USD,51.0,51.0
72788,46138,19393,1,,2024-11-26 00:00:00,23.0,USD,23.0,23.0
66571,44870,19407,1,,2024-08-11 00:00:00,21.5,USD,21.5,21.5
63638,46383,19435,1,,2024-11-05 00:00:00,70.0,USD,70.0,70.0
72451,47170,19156,1,,2024-12-14 00:00:00,38.99,USD,38.99,38.99
69856,44343,19102,1,,2025-03-20 00:00:00,61.25,EUR,73.5,73.5
73571,44563,19495,1,,2024-09-18 00:00:00,30.0,USD,30.0,30.0
70565,45575,18990,2,,2024-12-26 00:00:00,48.0,USD,48.0,96.0
66726,44346,19005,1,,2024-09-24 00:00:00,39.25,USD,39.25,39.25
63079,45617,19210,1,,2024-06-22 00:00:00,38.0,USD,38.0,38.0
68403,44533,19474,2,"Apt. 300 8604 Ashlyn Wells, Effertzstad, ID 02997",2024-08-13 00:00:00,32.99,USD,32.99,65.98
67247,47452,19383,1,,2025-03-12 00:00:00,62.75,USD,62.75,62.75
69471,46982,19192,1,,2024-06-15 00:00:00,61.0,USD,61.0,61.0
65450,47123,19336,5,,2025-02-06 00:00:00,48.5,USD,48.5,242.5
69839,44847,18942,1,,2024-10-21 11:52:31,25.5,USD,25.5,25.5
73299,45152,19448,2,,2024-10-25 00:00:00,55.0,USD,55.0,110.0
68273,45665,19506,2,"97329 O'Conner Vista, North Sanjuana, ID 59014-1661",2025-02-06 00:00:00,60.0,USD,60.0,120.0
73968,45506,19173,1,"657 Jenny Squares, Rolandton, AR 78477",2025-02-17 00:00:00,63.5,EUR,76.2,76.2
68693,44663,19143,1,,2024-09-16 00:00:00,27.5,USD,27.5,27.5
63129,47428,19577,1,,2025-01-29 00:00:00,70.5,USD,70.5,70.5
72876,46100,19112,3,,2025-05-01 00:00:00,16.5,EUR,19.8,59.400000000000006
66154,45312,19361,1,,2024-07-18 00:00:00,37.0,EUR,44.4,44.4
73023,44549,19153,4,,2025-05-10 00:00:00,57.99,USD,57.99,231.96
69494,45664,19126,2,,2025-02-07 00:00:00,30.5,EUR,36.6,73.2
68222,45222,19512,1,,2024-08-23 00:00:00,45.5,EUR,54.6,54.6
71380,46657,19510,1,,2025-04-14 00:00:00,17.0,USD,17.0,17.0
66638,45958,19323,1,"Suite 952 502 Homer Track, Carlenebury, IA 75313",2024-08-21 00:00:00,43.5,USD,43.5,43.5
68844,46678,19215,1,"Suite 372 2685 Casper Trail, Port Bettina, OR 68920",2024-09-30 00:00:00,20.99,USD,20.99,20.99
73074,46137,19458,1,,2025-10-05 00:00:00,56.25,USD,56.25,56.25
71172,45094,19237,4,,2025-05-12 00:00:00,68.0,USD,68.0,272.0
64598,47564,19191,2,,2024-09-09 00:00:00,27.5,USD,27.5,55.0
70881,45409,19152,1,"6207 Gil Wells, New Ottoville, ME 69653-6209",2025-08-11 00:00:00,28.5,EUR,34.2,34.2
67892,45976,19232,1,,2024-12-25 00:00:00,31.99,EUR,38.39,38.39
68034,46667,19012,2,"Apt. 279 98511 Cronin Center, Reynafort, NV 66956",2024-07-07 00:00:00,42.5,USD,42.5,85.0
69319,44617,19345,1,,2024-08-08 00:00:00,61.0,USD,61.0,61.0
67872,45903,18868,1,,2024-11-19 00:00:00,25.75,USD,25.75,25.75
67619,44944,19171,1,,2024-12-26 00:00:00,43.5,USD,43.5,43.5
73472,46747,19421,1,"Apt. 764 37440 Billie Station, North Liseview, PA 93331-5412",2024-10-29 00:00:00,23.0,USD,23.0,23.0
68798,44414,19011,1,,2025-05-23 00:00:00,55.75,USD,55.75,55.75
65776,47480,18859,2,"8509 Cammy Cliffs, North Nellieton, RI 15636-6629",2024-04-03 00:00:00,51.5,USD,51.5,103.0
62861,47348,19233,1,,2024-09-24 00:00:00,69.75,USD,69.75,69.75
69736,45480,19428,2,,2025-03-31 00:00:00,43.99,USD,43.99,87.98
70332,44989,19589,1,,2024-08-01 00:00:00,54.75,USD,54.75,54.75
64336,46537,19168,1,,2024-09-23 00:00:00,63.5,USD,63.5,63.5
68264,45317,18960,1,,2024-12-24 00:00:00,34.5,USD,34.5,34.5
66231,44697,19054,3,,2025-02-18 00:00:00,46.0,USD,46.0,138.0
66931,44384,19159,1,"6652 Larson Courts, Carlosmouth, MN 12932-3500",2025-07-19 00:00:00,19.99,USD,19.99,19.99
73535,45699,19419,1,,2024-11-18 00:00:00,53.25,USD,53.25,53.25
66062,44867,18875,2,"Apt. 994 593 Hyatt Station, East Walter, CT 91789-8543",2024-07-28 00:00:00,45.75,USD,45.75,91.5
64340,45778,19447,1,,2024-11-13 00:00:00,26.0,EUR,31.2,31.2
72220,46054,19015,1,,2025-06-27 00:00:00,62.5,USD,62.5,62.5
66819,45432,19562,1,,2024-10-13 00:00:00,51.5,USD,51.5,51.5
65627,46238,19524,1,,2024-07-21 00:00:00,45.5,EUR,54.6,54.6
72663,45665,19238,1,,2024-12-19 00:00:00,18.25,EUR,21.9,21.9
65493,45427,19124,1,,2024-12-28 00:00:00,52.0,USD,52.0,52.0
71608,47488,19444,1,,2025-06-14 00:00:00,45.75,EUR,54.9,54.9
70349,47110,18961,1,,2024-11-03 00:00:00,69.5,USD,69.5,69.5
63750,46463,19305,1,,2024-11-17 00:00:00,57.5,EUR,69.0,69.0
67554,47617,19322,1,,2025-01-27 00:00:00,67.0,EUR,80.4,80.4
63899,46424,18982,1,,2024-06-30 00:00:00,57.0,USD,57.0,57.0
66079,45136,19199,1,,2025-04-06 00:00:00,15.0,USD,15.0,15.0
73226,45486,18956,1,"47540 Elwood Ridge, Gradyport, AR 72615-0740",2024-08-10 00:00:00,53.0,EUR,63.6,63.6
67350,46877,18898,1,"99087 Herman Place, Geneviveside, NH 66990",2024-08-04 00:00:00,74.99,EUR,89.99,89.99
70252,47195,19199,1,,2024-09-09 00:00:00,17.0,EUR,20.4,20.4
68435,44877,19538,1,,2024-07-01 00:00:00,54.5,EUR,65.4,65.4
65434,46885,19527,1,"Suite 707 59997 Friesen Mews, New Stanfordton, AK 89574-4868",2024-05-01 00:00:00,73.99,USD,73.99,73.99
68666,44703,19568,1,"Apt. 575 40000 Leone Springs, North Sidney, WI 54095",2024-08-20 00:00:00,45.0,USD,45.0,45.0
72708,44346,19259,1,,2025-04-25 00:00:00,61.0,USD,61.0,61.0
63063,44661,18846,5,,2024-03-28 13:47:42,23.25,USD,23.25,116.25
67636,44685,18856,2,,2025-07-09 00:00:00,46.99,EUR,56.39,112.78
67681,45101,18983,3,,2024-12-22 00:00:00,35.0,USD,35.0,105.0
67983,46893,19018,1,,2024-03-21 00:00:00,16.99,EUR,20.39,20.39
64287,45450,19523,1,,2024-08-23 00:00:00,33.5,USD,33.5,33.5
69537,44751,19148,1,"Apt. 706 165 Cordell Tunnel, Rashadfurt, VT 62232",2025-01-17 00:00:00,39.0,USD,39.0,39.0
73593,46039,18887,2,,2025-04-07 00:00:00,47.99,EUR,57.59,115.18
69740,46721,18870,2,,2024-05-16 00:00:00,53.99,EUR,64.79,129.58
70910,45921,19502,2,,2024-04-03 00:00:00,39.99,USD,39.99,79.98
68132,45299,19052,3,,2024-12-20 00:00:00,71.0,EUR,85.2,255.60000000000002
69041,45992,19032,1,,2024-05-12 00:00:00,73.5,USD,73.5,73.5
70726,47038,19053,4,"Suite 805 356 Grady Hollow, North Kevin, NJ 82342",2025-04-06 00:00:00,53.25,USD,53.25,213.0
69312,47298,19043,1,,2024-09-25 00:00:00,17.5,USD,17.5,17.5
71022,46000,19219,1,"Suite 505 56935 Beier Forge, Cruickshankfurt, NE 78924-9065",2024-07-16 00:00:00,30.5,USD,30.5,30.5
72356,44487,19024,2,"91073 Conn Extensions, North Luella, AL 73096-7135",2025-02-21 00:00:00,59.5,EUR,71.4,142.8
70505,45048,19162,2,"Suite 256 4320 Bernhard Divide, Lake Janeenborough, UT 46104",2025-07-06 00:00:00,66.25,USD,66.25,132.5
68067,46601,19144,1,,2024-11-11 00:00:00,47.75,EUR,57.3,57.3
66424,47563,18912,1,,2025-01-06 00:00:00,63.5,USD,63.5,63.5
71119,45998,19574,1,,2024-02-28 00:00:00,50.25,USD,50.25,50.25
73715,44888,19589,2,,2024-07-28 00:00:00,56.0,EUR,67.2,134.4
67863,44592,18893,1,,2024-10-16 00:00:00,53.5,EUR,64.2,64.2
68100,46753,19024,1,,2024-11-26 00:00:00,55.25,EUR,66.3,66.3
66862,46171,18862,1,,2024-05-31 00:00:00,30.75,USD,30.75,30.75
73882,47407,19020,1,,2025-01-21 00:00:00,16.0,USD,16.0,16.0
69179,44752,18839,4,,2024-07-01 00:00:00,23.99,EUR,28.79,115.16
69595,45414,19497,5,,2025-01-17 00:00:00,54.0,USD,54.0,270.0
66186,45561,19401,1,,2024-09-27 00:00:00,57.0,USD,57.0,57.0
63097,46819,19129,1,,2025-02-24 00:00:00,22.5,USD,22.5,22.5
72182,46745,19004,3,"Apt. 921 35048 Hilll Overpass, Lesleechester, SC 00463",2024-10-12 00:00:00,69.5,USD,69.5,208.5
62891,45415,18961,1,,2025-03-14 00:00:00,70.5,USD,70.5,70.5
70319,44515,19563,1,,2025-06-08 00:00:00,67.5,USD,67.5,67.5
64805,44463,19336,1,,2024-10-14 00:00:00,46.0,USD,46.0,46.0
70315,44955,18961,1,,2024-12-16 00:00:00,72.99,USD,72.99,72.99
72544,47320,18980,2,"Apt. 971 974 Eli Hill, Georgettemouth, RI 40360-8776",2025-03-30 00:00:00,60.0,USD,60.0,120.0
69433,46807,19379,1,,2025-09-17 00:00:00,53.5,USD,53.5,53.5
66285,44605,19086,1,,2024-11-02 00:00:00,73.25,USD,73.25,73.25
70530,46362,18918,1,,2025-07-14 00:00:00,70.0,USD,70.0,70.0
68228,45306,19119,3,,2025-04-04 00:00:00,61.5,USD,61.5,184.5
66596,45623,18944,3,"505 Schiller Roads, East Cary, NM 02146",2025-01-29 00:00:00,16.0,EUR,19.2,57.599999999999994
64557,46358,19299,2,,2025-02-20 00:00:00,32.0,EUR,38.4,76.8
66441,46832,19333,5,"63207 Blythe Cove, Lehnerstad, SD 62983",2025-06-24 00:00:00,31.99,USD,31.99,159.95
63110,45921,18887,1,,2024-08-25 00:00:00,48.5,USD,48.5,48.5
70108,47025,19526,2,,2024-12-21 00:00:00,69.99,EUR,83.99,167.98
71434,47263,19404,2,"303 Dooley Loaf, West Jodymouth, WY 46761-3550",2024-09-20 00:00:00,32.75,USD,32.75,65.5
65667,45474,19434,1,"Apt. 488 7704 Boehm Trace, Hoppeburgh, NV 03223-7801",2024-08-01 00:00:00,15.5,EUR,18.6,18.6
68858,45634,18921,1,,2024-08-31 00:00:00,45.0,USD,45.0,45.0
65529,46393,19309,1,"2050 Larkin Center, East Marshallburgh, MO 84051",2025-04-22 00:00:00,68.5,USD,68.5,68.5
69996,44369,19243,1,,2024-12-27 00:00:00,38.99,USD,38.99,38.99
70334,47017,19553,4,"Suite 437 234 Metz Land, Robinborough, TX 07017",2025-02-03 00:00:00,46.0,EUR,55.2,220.8
65857,45231,18877,1,,2025-06-24 00:00:00,52.0,USD,52.0,52.0
67357,44490,19309,5,,2025-05-27 00:00:00,69.0,USD,69.0,345.0
71915,45389,19161,1,"Suite 254 63023 Beer Estate, Greenholtport, ID 11766-7363",2024-08-27 00:00:00,36.0,USD,36.0,36.0
63408,45326,19157,2,,2024-04-01 00:00:00,31.99,USD,31.99,63.98
66174,47165,18909,1,,2024-07-28 00:00:00,27.0,USD,27.0,27.0
73201,47370,19005,1,,2025-06-26 00:00:00,35.5,USD,35.5,35.5
68221,46480,19562,1,,2025-08-09 00:00:00,52.99,EUR,63.59,63.59
73941,44976,18954,1,"5125 Luvenia Views, Natoshaview, OK 17568-4608",2025-03-05 00:00:00,33.0,EUR,39.6,39.6
71575,45708,19050,1,,2024-07-24 00:00:00,65.0,EUR,78.0,78.0
64165,45911,19548,1,,2025-04-10 00:00:00,50.99,USD,50.99,50.99
65968,46236,19588,1,,2024-11-15 00:00:00,65.0,USD,65.0,65.0
69696,44418,19582,3,,2025-01-06 00:00:00,47.25,USD,47.25,141.75
64908,47135,19336,5,,2025-06-04 00:00:00,49.0,USD,49.0,245.0
69771,45123,19495,1,"697 Lien Track, Sipeshaven, OR 60574-6267",2024-08-28 00:00:00,31.25,EUR,37.5,37.5
68660,46240,19354,3,,2025-02-12 00:00:00,41.75,EUR,50.1,150.3
72758,44945,18840,3,,2025-04-12 00:00:00,48.5,USD,48.5,145.5
68655,46316,19449,1,,2024-07-12 00:00:00,47.5,EUR,57.0,57.0
73963,44395,19211,1,"855 Monte Stream, South Ilene, UT 39916-4716",2025-02-05 00:00:00,48.75,USD,48.75,48.75
68424,44676,19504,2,,2024-08-23 00:00:00,61.75,EUR,74.1,148.2
63415,47174,18956,1,"39676 Moen Station, Boyleshire, DE 28150",2024-03-03 00:00:00,54.5,EUR,65.4,65.4
70366,44340,19052,1,,2024-12-28 00:00:00,66.75,EUR,80.1,80.1
63651,45404,19448,3,,2024-07-31 00:00:00,58.0,USD,58.0,174.0
73626,44668,19564,1,"880 Cormier Trafficway, Lake Abbyton, NM 64905",2024-09-07 00:00:00,53.0,USD,53.0,53.0
64904,46454,19397,4,,2024-11-30 00:00:00,27.0,USD,27.0,108.0
65669,46587,19188,2,"406 Schoen Mill, Lake Kathrynborough, KS 90295",2024-12-26 00:00:00,43.99,EUR,52.79,105.58
66899,46626,19273,1,,2025-01-17 00:00:00,44.0,USD,44.0,44.0
68363,45293,18916,1,"6246 Wisozk Park, West Reita, AL 58927",2024-09-28 00:00:00,53.5,USD,53.5,53.5
68186,45862,18845,2,,2024-08-08 00:00:00,58.75,EUR,70.5,141.0
68549,46474,19305,1,"Suite 794 46675 Dalton Well, Sammieville, NC 01680-2830",2024-11-20 00:00:00,55.75,USD,55.75,55.75
73068,44927,18974,1,,2024-12-24 00:00:00,40.0,EUR,48.0,48.0
67009,46834,19058,2,,2025-05-20 00:00:00,18.0,EUR,21.6,43.2
63370,46822,19095,1,,2024-02-08 00:00:00,64.0,EUR,76.8,76.8
68635,47594,19359,2,"Apt. 655 417 Schiller Road, Lake Nicol, UT 46098-3131",2025-01-07 00:00:00,48.0,USD,48.0,96.0
70733,45760,19107,1,,2025-02-16 00:00:00,74.5,EUR,89.4,89.4
65558,46465,18967,1,,2024-03-19 00:00:00,70.0,USD,70.0,70.0
66668,45300,19525,1,,2024-08-29 00:00:00,61.0,USD,61.0,61.0
69119,45030,19025,2,,2025-02-12 00:00:00,35.0,EUR,42.0,84.0
66282,46804,19333,1,,2024-10-21 00:00:00,29.0,EUR,34.8,34.8
69244,44418,19561,1,,2024-09-07 00:00:00,26.99,EUR,32.39,32.39
68351,46405,19215,1,"7422 Reynolds Isle, West Vinnie, VT 69097-2973",2024-10-25 00:00:00,20.0,USD,20.0,20.0
64902,46213,18937,1,,2025-08-16 00:00:00,66.0,USD,66.0,66.0
67472,46970,18840,1,,2025-01-22 00:00:00,49.75,EUR,59.7,59.7
63170,45885,18857,1,,2024-07-10 00:00:00,73.25,USD,73.25,73.25
63487,47045,19479,1,,2024-04-25 00:00:00,57.25,EUR,68.7,68.7
66034,47298,19374,5,,2025-06-17 00:00:00,21.5,USD,21.5,107.5
68056,47525,18981,1,,2024-10-02 00:00:00,68.25,USD,68.25,68.25
72367,46912,19417,1,,2025-05-29 00:00:00,22.75,USD,22.75,22.75
62893,46982,19533,1,,2024-11-16 00:00:00,49.0,USD,49.0,49.0
66378,45149,19169,1,,2024-07-22 00:00:00,70.5,USD,70.5,70.5
72987,46976,19439,1,"Suite 663 9525 Wolff Station, Lake Margarito, NE 15324-0895",2025-05-27 00:00:00,71.75,USD,71.75,71.75
72772,45385,19017,1,"507 Sidney Mission, East Lula, AR 90860",2024-06-28 00:00:00,53.5,EUR,64.2,64.2
68418,44665,19220,1,,2024-11-02 00:00:00,61.0,USD,61.0,61.0
68299,45246,19443,1,,2025-01-29 00:00:00,24.5,EUR,29.4,29.4
72209,47551,18926,1,,2024-08-03 00:00:00,37.99,USD,37.99,37.99
65297,45027,19012,2,,2025-01-28 00:00:00,45.5,USD,45.5,91.0
63473,46202,19467,1,"Apt. 504 15137 Denver Bridge, Port Monroe, WA 84929",2024-04-12 00:00:00,71.0,USD,71.0,71.0
66183,46809,19099,1,,2024-12-20 00:00:00,56.75,USD,56.75,56.75
65412,47189,19358,3,,2024-12-06 00:00:00,52.0,EUR,62.4,187.2
68837,44603,18906,2,,2024-11-25 00:00:00,42.99,USD,42.99,85.98
70402,46790,19033,1,"1926 Rachelle Alley, South Dorine, NH 44890-6255",2024-07-24 00:00:00,32.0,EUR,38.4,38.4
68930,45691,19253,1,,2024-10-27 00:00:00,38.0,USD,38.0,38.0
71869,44674,19307,1,"Suite 721 76916 Myles Course, Lake Inell, HI 54112-2593",2025-03-19 00:00:00,26.99,USD,26.99,26.99
71350,47260,19451,1,,2024-07-19 00:00:00,54.99,USD,54.99,54.99
65799,47157,19276,1,"482 Ruben Isle, North Julianhaven, WV 95003",2024-11-16 00:00:00,17.25,EUR,20.7,20.7
69109,47015,19059,1,"Apt. 421 32379 Bauch Branch, North Elliottland, IA 60167",2024-12-07 00:00:00,52.0,EUR,62.4,62.4
72931,45089,19372,2,,2024-07-15 00:00:00,59.0,USD,59.0,118.0
72838,44610,18994,2,,2024-10-21 00:00:00,38.75,USD,38.75,77.5
69514,46123,19105,1,"86955 Sharda Oval, New Dannyton, ME 18995-9403",2025-01-01 00:00:00,33.25,EUR,39.9,39.9
66295,46000,19494,1,,2025-07-12 00:00:00,32.99,USD,32.99,32.99
73240,45415,19236,1,"33116 Schamberger Ridge, Reingerton, WY 45449",2025-07-01 00:00:00,69.0,USD,69.0,69.0
73425,47578,19311,1,"Apt. 353 950 Schoen Mountain, South Davinachester, NE 21867-9337",2024-11-01 00:00:00,64.75,USD,64.75,64.75
69184,46169,19097,1,,2024-09-16 00:00:00,63.0,USD,63.0,63.0
63401,47032,18972,1,,2025-08-18 00:00:00,29.0,USD,29.0,29.0
68504,45344,19356,1,"Apt. 726 922 Becker Shore, New Dirk, ME 76953-7711",2024-07-07 00:00:00,54.0,EUR,64.8,64.8
65353,46525,19402,2,"Suite 734 28378 Leuschke Wall, Wittingfort, IL 71594",2024-12-16 00:00:00,26.99,USD,26.99,53.98
72749,46143,19160,1,,2025-02-18 00:00:00,72.0,USD,72.0,72.0
63272,47312,19573,1,,2024-11-18 00:00:00,36.0,USD,36.0,36.0
65726,44771,19330,3,"24442 Kunze Key, Kihnberg, OR 34857",2024-07-23 00:00:00,63.5,USD,63.5,190.5
72127,44556,19392,1,,2025-05-30 00:00:00,49.0,EUR,58.8,58.8
65153,45651,19360,1,,2025-06-08 00:00:00,62.25,USD,62.25,62.25
71074,47136,19263,1,,2025-03-09 00:00:00,27.25,EUR,32.7,32.7
63579,46746,19345,1,,2025-01-03 00:00:00,62.0,USD,62.0,62.0
69872,46684,18976,1,,2025-01-26 00:00:00,25.5,EUR,30.6,30.6
69168,47234,19031,1,,2024-08-14 00:00:00,17.0,EUR,20.4,20.4
72824,44567,19169,1,"Apt. 705 147 Ralph Viaduct, Gorczanyton, WV 17753",2024-09-09 00:00:00,70.0,USD,70.0,70.0
68346,45392,19430,1,,2025-03-23 00:00:00,53.5,EUR,64.2,64.2
66577,46935,19433,3,"5324 Pacocha Hill, Cheriseton, IN 14427-1229",2024-10-03 00:00:00,67.99,EUR,81.59,244.77
69363,45384,19562,1,,2024-11-06 00:00:00,53.5,USD,53.5,53.5
72485,44469,19309,1,,2024-10-04 00:00:00,68.0,USD,68.0,68.0
69250,46489,19207,1,,2024-08-21 00:00:00,54.0,USD,54.0,54.0
